nodes_active,nodes_removed,nodes_merged,nodes_w_parents,nodes_w_children,edges
119,6419,2962,0,98,342
119,6438,2962,0,99,342
120,6457,2962,0,101,343
125,6476,2962,0,106,364
129,6497,2962,0,109,356
129,6522,2962,0,109,356
129,6547,2962,0,109,356
127,6572,2962,0,106,361
127,6595,2962,0,106,362
127,6618,2962,0,106,362
127,6641,2962,0,106,362
127,6664,2962,0,107,364
127,6687,2962,0,107,364
131,6707,2962,0,110,376
131,6731,2962,0,110,376
130,6755,2962,0,110,370
131,6778,2962,0,110,370
131,6802,2962,0,110,370
131,6826,2962,0,110,370
131,6850,2962,0,110,370
131,6874,2962,0,110,370
131,6898,2962,0,110,370
131,6922,2962,0,110,370
131,6946,2962,0,110,370
133,6970,2962,0,112,374
133,6996,2962,0,113,373
134,7022,2962,0,114,375
132,7049,2962,0,113,372
132,7074,2962,0,113,372
133,7096,2962,0,114,370
129,7117,2962,0,111,366
129,7134,2962,0,111,366
130,7151,2962,0,111,365
130,7169,2962,0,111,365
130,7187,2962,0,111,365
130,7205,2962,0,111,364
130,7223,2962,0,111,364
130,7241,2962,0,111,364
130,7259,2962,0,111,364
130,7277,2962,0,111,364
130,7295,2964,0,111,364
130,7313,2966,0,111,364
130,7331,2968,0,111,363
130,7349,2970,0,111,363
129,7367,2972,0,112,365
130,7384,2974,0,112,364
131,7402,2976,0,112,365
139,7421,2978,0,114,380
137,7448,2981,0,113,388
139,7470,2984,0,117,399
138,7494,2988,0,117,393
138,7517,2992,0,118,397
138,7540,2996,0,118,397
144,7563,2999,0,121,413
147,7592,3002,0,121,418
146,7624,3005,0,122,418
146,7655,3008,0,122,418
151,7686,3012,0,124,428
152,7722,3016,0,126,426
152,7759,3020,0,128,429
155,7796,3024,0,128,433
155,7836,3028,0,128,434
156,7874,3032,0,131,438
157,7913,3034,0,132,438
153,7948,3036,0,130,429
152,7978,3038,0,130,427
152,8007,3040,0,131,427
152,8036,3042,0,131,427
152,8065,3044,0,132,427
152,8094,3046,0,132,427
152,8123,3048,0,132,427
157,8152,3050,0,134,439
157,8186,3052,0,134,439
157,8220,3054,0,134,439
157,8254,3056,0,134,441
157,8288,3058,0,134,440
157,8322,3060,0,134,440
157,8356,3062,0,134,440
156,8390,3063,0,131,446
156,8423,3064,0,131,446
156,8456,3065,0,131,446
154,8489,3066,0,131,435
155,8520,3068,0,131,443
155,8552,3070,0,131,443
155,8584,3073,0,133,435
148,8614,3077,0,127,422
148,8637,3081,0,127,422
148,8660,3085,0,127,422
148,8683,3089,0,127,422
148,8706,3093,0,127,422
150,8729,3096,0,128,439
150,8754,3099,0,128,437
150,8778,3102,0,128,435
153,8801,3105,0,131,445
152,8826,3107,0,132,440
152,8850,3109,0,132,441
153,8874,3110,0,132,444
153,8899,3111,0,132,445
144,8921,3114,0,126,422
144,8934,3117,0,125,422
144,8947,3120,0,125,423
145,8959,3123,0,125,421
145,8972,3126,0,125,421
145,8985,3129,0,125,421
145,8998,3132,0,125,421
145,9011,3135,0,125,421
145,9024,3138,0,125,420
145,9037,3141,0,125,420
145,9050,3144,0,125,420
145,9063,3147,0,125,420
145,9076,3150,0,125,420
145,9089,3153,0,125,420
145,9102,3156,0,125,420
145,9115,3159,0,125,420
145,9128,3162,0,125,420
145,9141,3165,0,125,422
145,9154,3168,0,125,422
145,9167,3171,0,125,422
151,9180,3175,0,131,442
151,9199,3181,0,130,444
150,9218,3187,0,131,439
149,9236,3194,0,129,437
150,9253,3205,0,129,450
153,9271,3217,0,131,463
152,9292,3230,0,129,460
146,9312,3245,0,126,439
147,9326,3256,0,128,449
149,9338,3272,0,131,457
150,9349,3287,0,130,460
150,9361,3301,0,131,458
152,9370,3314,0,132,468
151,9381,3327,0,129,461
151,9391,3341,0,131,462
151,9401,3355,0,131,462
154,9405,3366,0,135,476
156,9412,3375,0,133,474
153,9421,3383,0,133,466
155,9425,3391,0,133,473
159,9430,3397,0,136,491
158,9438,3403,0,135,485
158,9445,3410,0,135,480
163,9451,3413,0,135,487
163,9462,3416,0,137,487
166,9473,3419,0,139,493
166,9487,3422,0,141,490
169,9501,3425,0,143,506
163,9518,3428,0,140,486
163,9529,3431,0,140,486
163,9540,3434,0,140,486
167,9551,3435,0,144,498
169,9566,3436,0,145,504
170,9583,3437,0,145,501
169,9601,3438,0,144,498
169,9618,3439,0,144,498
168,9634,3440,0,146,496
169,9649,3441,0,148,496
169,9665,3442,0,147,496
172,9681,3442,0,150,504
170,9698,3442,0,147,499
170,9713,3442,0,147,498
170,9728,3442,0,147,498
170,9743,3442,0,147,499
170,9758,3442,0,147,499
170,9773,3442,0,147,499
170,9788,3442,0,147,499
170,9803,3442,0,147,499
170,9818,3442,0,147,499
169,9833,3442,0,146,496
169,9847,3442,0,146,496
169,9861,3442,0,146,496
169,9875,3442,0,146,496
169,9889,3442,0,146,496
169,9903,3442,0,146,496
169,9917,3442,0,146,496
169,9931,3442,0,146,496
169,9945,3442,0,146,496
169,9959,3442,0,146,496
169,9973,3442,0,146,496
169,9987,3442,0,146,496
169,10001,3442,0,146,496
169,10015,3442,0,146,496
169,10029,3442,0,146,496
170,10043,3442,0,147,496
170,10058,3442,0,147,497
170,10073,3442,0,147,499
170,10088,3442,0,147,499
170,10103,3442,0,147,499
170,10118,3442,0,147,498
170,10133,3442,0,147,498
170,10148,3442,0,147,500
170,10163,3442,0,147,501
170,10178,3442,0,147,498
171,10192,3442,0,148,502
171,10207,3442,0,149,506
172,10221,3442,0,149,510
173,10235,3442,0,148,517
173,10250,3442,0,149,517
173,10265,3442,0,149,515
180,10280,3442,0,153,517
181,10302,3442,0,154,521
187,10324,3442,0,158,533
187,10352,3442,0,157,534
188,10380,3442,0,158,536
191,10408,3442,0,161,539
191,10439,3442,0,160,539
191,10470,3442,0,162,539
191,10501,3442,0,162,539
191,10532,3442,0,163,539
191,10563,3442,0,163,539
193,10590,3442,0,165,556
194,10618,3442,0,166,556
194,10647,3442,0,166,556
194,10676,3442,0,166,556
194,10705,3442,0,165,556
194,10734,3442,0,165,556
194,10763,3442,0,164,556
194,10792,3442,0,164,556
194,10821,3442,0,164,556
194,10850,3442,0,164,556
194,10879,3442,0,165,556
194,10908,3442,0,165,556
194,10937,3442,0,165,556
194,10966,3442,0,165,556
196,10995,3442,0,165,559
196,11026,3442,0,165,559
196,11057,3442,0,165,563
195,11086,3442,0,165,569
195,11114,3442,0,165,569
195,11142,3442,0,166,567
195,11170,3442,0,165,567
195,11198,3442,0,165,567
195,11226,3442,0,164,565
195,11254,3442,0,164,565
195,11282,3442,0,164,565
195,11310,3442,0,164,565
195,11338,3442,0,164,565
195,11366,3442,0,165,565
195,11394,3442,0,165,566
195,11422,3442,0,165,566
195,11450,3442,0,164,566
195,11478,3442,0,165,566
195,11506,3442,0,165,566
193,11535,3442,0,165,550
193,11562,3442,0,166,548
193,11589,3442,0,167,548
193,11616,3442,0,167,548
193,11643,3444,0,167,548
193,11670,3446,0,167,548
193,11697,3448,0,167,549
193,11724,3450,0,167,549
193,11751,3452,0,167,548
193,11778,3458,0,168,549
189,11804,3465,0,163,543
186,11825,3473,0,160,535
188,11843,3482,0,162,537
193,11859,3490,0,165,558
194,11880,3497,0,165,559
194,11902,3504,0,165,559
194,11924,3511,0,165,559
194,11946,3518,0,165,559
194,11968,3525,0,165,559
194,11990,3532,0,165,559
194,12012,3539,0,165,559
194,12034,3546,0,166,559
194,12057,3553,0,165,559
194,12080,3560,0,166,559
194,12101,3567,0,167,552
194,12122,3574,0,168,552
193,12141,3581,0,167,555
192,12158,3588,0,167,551
192,12174,3595,0,167,551
192,12190,3602,0,168,551
192,12206,3609,0,168,550
192,12222,3616,0,168,550
192,12238,3623,0,168,550
192,12254,3630,0,168,550
192,12270,3637,0,168,550
192,12286,3644,0,168,550
192,12302,3651,0,168,550
192,12318,3658,0,168,550
192,12334,3665,0,168,550
192,12350,3672,0,168,550
192,12366,3679,0,168,550
192,12382,3686,0,168,550
192,12398,3693,0,168,550
192,12412,3700,0,168,549
192,12426,3707,0,168,549
192,12440,3714,0,168,549
192,12454,3721,0,168,549
192,12468,3728,0,168,549
192,12482,3735,0,168,549
192,12496,3742,0,168,549
192,12510,3749,0,168,551
192,12524,3756,0,168,551
192,12538,3763,0,168,552
192,12552,3770,0,168,552
192,12566,3777,0,168,552
192,12580,3784,0,168,552
195,12594,3793,0,171,560
194,12610,3802,0,169,558
194,12625,3811,0,169,558
194,12639,3819,0,169,554
195,12651,3827,0,171,557
195,12664,3835,0,171,556
192,12676,3848,0,168,549
192,12685,3860,0,168,551
192,12694,3872,0,168,551
192,12703,3884,0,168,551
192,12712,3896,0,168,551
192,12721,3908,0,168,551
192,12728,3920,0,168,551
192,12735,3934,0,168,551
192,12742,3948,0,168,551
192,12749,3962,0,168,551
192,12756,3984,0,168,551
192,12763,4007,0,168,552
192,12770,4030,0,168,552
193,12777,4052,0,169,553
197,12785,4072,0,172,564
197,12797,4092,0,171,564
196,12809,4112,0,171,562
196,12820,4132,0,172,562
195,12831,4153,0,171,562
195,12841,4174,0,171,562
196,12851,4196,0,172,562
196,12862,4220,0,171,564
196,12873,4239,0,170,560
