nodes_active,nodes_removed,nodes_merged,nodes_w_parents,nodes_w_children,edges
104,5253,0,0,71,282
104,5268,0,0,71,282
104,5283,0,0,71,282
104,5298,0,0,71,284
104,5313,0,0,72,285
105,5328,0,0,73,290
105,5344,0,0,73,291
104,5360,0,0,73,288
105,5375,0,0,74,290
115,5391,0,0,80,305
115,5417,0,0,80,306
115,5443,0,0,80,306
115,5469,0,0,80,308
115,5495,0,0,80,308
115,5518,0,0,81,310
118,5540,0,0,84,317
118,5565,0,0,84,315
118,5590,0,0,84,314
118,5615,0,0,84,316
118,5640,0,0,84,316
118,5665,0,0,84,315
118,5690,0,0,84,319
116,5715,0,0,82,312
117,5738,0,0,83,315
116,5762,0,0,81,315
118,5785,0,0,84,320
117,5810,0,0,83,318
117,5834,0,0,83,318
119,5858,0,0,85,323
118,5884,0,0,84,319
118,5909,0,0,84,319
118,5934,0,0,82,319
118,5959,0,0,83,321
119,5984,0,0,84,329
121,6010,0,0,85,335
122,6038,0,0,85,342
123,6065,0,0,85,343
123,6093,0,0,86,343
119,6119,0,0,84,334
124,6139,0,0,89,345
124,6162,0,0,87,348
129,6185,0,0,86,361
129,6213,0,0,87,361
129,6241,0,0,87,362
129,6269,0,0,85,363
129,6297,0,0,87,362
128,6325,0,0,90,356
128,6352,0,0,90,356
128,6379,0,0,89,358
128,6406,0,0,89,358
129,6433,0,0,90,365
129,6461,0,0,90,365
132,6489,0,0,90,377
132,6520,0,0,91,376
132,6551,0,0,92,377
134,6577,0,0,91,383
134,6605,0,0,91,383
135,6632,0,0,94,392
135,6660,0,0,94,392
137,6685,0,0,95,392
137,6712,0,0,95,392
139,6737,0,0,95,403
138,6764,0,0,96,401
138,6790,0,0,95,401
138,6816,0,0,95,399
138,6842,0,0,95,396
140,6867,0,0,96,408
141,6893,0,0,95,409
143,6920,0,0,96,410
144,6949,0,0,98,410
144,6979,0,0,95,407
153,7009,0,0,100,421
147,7047,0,0,100,418
147,7076,0,0,101,415
147,7105,0,0,102,415
147,7134,0,0,102,415
147,7163,0,0,102,415
147,7192,0,0,102,415
147,7221,0,0,102,417
147,7250,0,0,102,417
147,7279,0,0,102,417
147,7308,0,0,102,417
147,7337,0,0,102,417
146,7366,0,0,106,410
147,7394,0,0,106,418
148,7423,0,0,105,416
148,7453,0,0,105,413
146,7483,0,0,105,408
146,7511,0,0,105,408
146,7539,0,0,106,408
150,7567,0,0,103,422
150,7599,0,0,103,420
152,7629,0,0,106,422
154,7660,0,0,107,428
154,7693,0,0,107,428
152,7726,0,0,107,428
152,7757,0,0,107,428
152,7788,0,0,107,428
152,7819,0,0,108,428
159,7847,0,0,111,460
158,7877,0,0,111,443
159,7906,0,0,111,445
157,7936,0,0,110,447
157,7964,0,0,111,447
153,7990,0,0,109,426
153,8012,0,0,109,426
153,8034,0,0,109,427
156,8055,0,0,112,441
156,8079,0,0,112,441
156,8103,0,0,112,441
158,8127,0,0,113,442
158,8153,0,0,114,442
158,8179,0,0,113,442
158,8202,0,0,113,444
158,8225,0,0,113,444
158,8248,0,0,113,444
162,8271,0,0,115,449
164,8297,0,0,116,451
167,8322,0,0,115,460
168,8344,0,0,117,459
168,8367,0,0,117,461
168,8388,0,0,118,460
168,8409,0,0,118,460
169,8427,0,0,120,464
172,8446,0,0,122,471
172,8468,0,0,122,469
172,8490,0,0,122,469
172,8512,0,0,122,469
172,8534,0,0,122,469
172,8556,0,0,122,469
172,8578,0,0,122,470
174,8600,0,0,123,473
174,8624,0,0,123,473
174,8648,0,0,123,472
174,8672,0,0,123,472
174,8696,0,0,123,472
175,8719,0,0,124,474
175,8742,0,0,123,473
175,8765,0,0,123,475
175,8788,0,0,123,475
175,8809,0,0,123,476
175,8830,0,0,124,476
175,8849,0,0,124,476
175,8868,0,0,124,476
179,8887,0,0,127,480
179,8910,0,0,127,480
179,8933,0,0,129,480
176,8956,0,0,126,473
176,8976,0,0,126,473
176,8996,0,0,127,474
176,9016,0,0,127,474
174,9033,0,0,126,472
174,9048,0,0,126,472
175,9063,0,0,127,473
175,9079,0,0,127,473
173,9094,0,0,125,469
173,9107,0,0,125,469
173,9120,0,0,125,470
173,9133,0,0,125,470
173,9146,0,0,125,470
173,9159,0,0,125,470
173,9172,0,0,125,470
173,9185,0,0,125,470
173,9198,0,0,125,470
173,9211,0,0,125,470
173,9224,0,0,123,471
177,9237,0,0,126,473
177,9254,0,0,127,476
177,9271,0,0,127,476
177,9288,0,0,127,476
176,9305,0,0,126,474
179,9321,0,0,126,478
179,9340,0,0,127,478
180,9359,0,0,129,479
185,9378,0,0,134,500
189,9399,0,0,137,492
189,9424,0,0,137,492
189,9449,0,0,137,492
187,9474,0,0,134,497
187,9497,0,0,134,498
187,9520,0,0,134,498
187,9543,0,0,134,498
187,9566,0,0,135,500
187,9589,0,0,135,500
191,9609,0,0,138,512
191,9633,0,0,138,512
190,9657,0,0,138,506
191,9680,0,0,138,506
191,9704,0,0,138,506
191,9728,0,0,138,506
191,9752,0,0,138,506
191,9776,0,0,138,506
191,9800,0,0,138,506
191,9824,0,0,138,506
191,9848,0,0,138,506
193,9872,0,0,140,510
193,9898,0,0,141,509
194,9924,0,0,142,511
192,9951,0,0,141,508
192,9976,0,0,141,508
193,9998,0,0,142,506
189,10019,0,0,139,502
189,10036,0,0,139,502
190,10053,0,0,139,501
190,10071,0,0,139,501
190,10089,0,0,139,501
190,10107,0,0,139,500
190,10125,0,0,139,500
190,10143,0,0,139,500
190,10161,0,0,139,500
190,10179,0,0,139,500
192,10197,0,0,140,507
192,10217,0,0,141,505
192,10237,0,0,141,505
192,10257,0,0,141,505
191,10277,0,0,142,507
192,10296,0,0,142,506
193,10316,0,0,142,507
201,10337,0,0,144,522
200,10366,0,0,143,531
202,10391,0,0,147,539
202,10418,0,0,148,538
202,10445,0,0,149,542
202,10472,0,0,150,542
207,10499,0,0,151,554
210,10531,0,0,151,559
209,10566,0,0,152,559
209,10600,0,0,152,559
216,10633,0,0,155,577
217,10673,0,0,156,575
217,10714,0,0,158,578
220,10755,0,0,158,580
220,10799,0,0,158,581
221,10841,0,0,162,590
222,10882,0,0,163,590
218,10919,0,0,161,577
217,10951,0,0,161,575
217,10982,0,0,162,575
217,11013,0,0,162,575
217,11044,0,0,163,575
217,11075,0,0,163,575
217,11106,0,0,163,575
222,11137,0,0,164,589
222,11173,0,0,164,589
222,11209,0,0,164,589
222,11245,0,0,164,591
222,11281,0,0,164,590
222,11317,0,0,164,590
222,11353,0,0,164,590
220,11389,0,0,161,591
220,11423,0,0,161,591
220,11457,0,0,161,591
218,11491,0,0,162,580
220,11523,0,0,161,591
220,11557,0,0,161,591
221,11591,0,0,163,587
215,11624,0,0,159,577
215,11651,0,0,159,577
215,11678,0,0,159,577
215,11705,0,0,159,577
215,11732,0,0,159,577
216,11759,0,0,159,587
216,11787,0,0,159,585
216,11814,0,0,160,587
219,11840,0,0,163,597
217,11868,0,0,163,584
217,11894,0,0,163,585
217,11920,0,0,163,584
217,11946,0,0,163,585
210,11969,0,0,157,573
210,11985,0,0,157,573
210,12001,0,0,157,574
211,12016,0,0,158,569
211,12032,0,0,158,569
211,12048,0,0,158,569
211,12064,0,0,158,569
211,12080,0,0,158,569
211,12096,0,0,158,568
211,12112,0,0,158,568
211,12128,0,0,158,568
211,12144,0,0,158,568
211,12160,0,0,158,568
211,12176,0,0,158,568
211,12192,0,0,158,568
211,12208,0,0,158,568
211,12224,0,0,158,568
211,12240,0,0,158,571
211,12256,0,0,158,571
211,12272,0,0,158,571
218,12288,0,0,165,589
220,12311,0,0,165,596
219,12336,0,0,166,588
219,12360,0,0,164,589
224,12384,0,0,168,613
228,12413,0,0,168,626
228,12446,0,0,168,629
224,12479,0,0,166,614
223,12506,0,0,167,612
230,12529,0,0,168,631
231,12555,0,0,167,635
230,12582,0,0,169,628
231,12605,0,0,172,638
230,12629,0,0,169,629
231,12652,0,0,172,636
231,12676,0,0,169,631
234,12691,0,0,174,653
236,12707,0,0,172,645
233,12724,0,0,171,640
235,12736,0,0,173,642
237,12749,0,0,174,649
236,12763,0,0,173,643
237,12776,0,0,174,645
241,12786,0,0,173,651
241,12800,0,0,175,651
244,12814,0,0,177,657
244,12831,0,0,179,654
247,12848,0,0,181,670
242,12867,0,0,179,652
242,12881,0,0,179,652
242,12895,0,0,179,652
245,12908,0,0,182,662
247,12924,0,0,183,668
248,12942,0,0,183,665
247,12961,0,0,182,662
247,12979,0,0,182,662
247,12995,0,0,185,662
248,13011,0,0,187,662
248,13028,0,0,186,662
250,13045,0,0,188,668
248,13062,0,0,185,663
248,13077,0,0,185,662
248,13092,0,0,185,662
248,13107,0,0,185,663
248,13122,0,0,185,663
248,13137,0,0,185,663
248,13152,0,0,185,663
248,13167,0,0,185,663
248,13182,0,0,185,663
247,13197,0,0,184,660
247,13211,0,0,184,660
247,13225,0,0,184,660
247,13239,0,0,184,660
247,13253,0,0,184,660
247,13267,0,0,184,660
247,13281,0,0,184,660
247,13295,0,0,184,660
247,13309,0,0,184,660
247,13323,0,0,184,660
247,13337,0,0,184,660
247,13351,0,0,184,660
247,13365,0,0,184,660
247,13379,0,0,184,660
247,13393,0,0,184,660
248,13407,0,0,185,660
248,13422,0,0,185,661
248,13437,0,0,185,663
248,13452,0,0,185,663
248,13467,0,0,185,663
248,13482,0,0,185,662
248,13497,0,0,185,662
248,13512,0,0,185,664
248,13527,0,0,185,665
248,13542,0,0,185,662
249,13556,0,0,186,666
249,13571,0,0,187,670
250,13585,0,0,187,674
251,13599,0,0,186,681
251,13614,0,0,187,681
251,13629,0,0,187,679
258,13644,0,0,191,681
259,13666,0,0,192,685
265,13688,0,0,196,697
265,13716,0,0,195,698
266,13744,0,0,196,700
269,13772,0,0,199,703
269,13803,0,0,198,703
269,13834,0,0,200,703
269,13865,0,0,200,703
269,13896,0,0,201,703
269,13927,0,0,201,703
271,13954,0,0,203,720
272,13982,0,0,204,720
272,14011,0,0,204,720
272,14040,0,0,204,720
272,14069,0,0,203,720
272,14098,0,0,203,720
272,14127,0,0,202,720
272,14156,0,0,202,720
272,14185,0,0,202,720
272,14214,0,0,202,720
272,14243,0,0,203,720
272,14272,0,0,203,720
272,14301,0,0,203,720
272,14330,0,0,203,720
274,14359,0,0,203,723
274,14390,0,0,203,723
274,14421,0,0,203,727
273,14450,0,0,203,733
273,14478,0,0,203,733
273,14506,0,0,204,731
273,14534,0,0,203,731
273,14562,0,0,203,731
273,14590,0,0,202,729
273,14618,0,0,202,729
273,14646,0,0,202,729
273,14674,0,0,202,729
273,14702,0,0,202,729
273,14730,0,0,203,729
273,14758,0,0,203,730
273,14786,0,0,203,730
273,14814,0,0,202,730
273,14842,0,0,203,730
273,14870,0,0,203,730
271,14899,0,0,203,714
271,14926,0,0,204,712
271,14953,0,0,205,712
271,14980,0,0,205,712
273,15007,0,0,205,715
273,15036,0,0,205,715
273,15065,0,0,205,715
273,15094,0,0,205,715
273,15123,0,0,206,714
277,15152,0,0,207,724
274,15184,0,0,202,718
272,15212,0,0,200,713
275,15238,0,0,204,715
280,15262,0,0,208,741
280,15291,0,0,207,740
280,15320,0,0,206,740
280,15349,0,0,207,740
280,15378,0,0,207,740
280,15407,0,0,207,740
280,15436,0,0,207,740
280,15465,0,0,207,740
280,15494,0,0,208,740
280,15524,0,0,207,741
280,15554,0,0,208,741
280,15582,0,0,209,734
280,15610,0,0,210,734
279,15636,0,0,209,737
278,15660,0,0,209,733
278,15683,0,0,209,733
278,15706,0,0,210,730
278,15729,0,0,210,729
278,15752,0,0,210,729
278,15775,0,0,210,729
278,15798,0,0,210,729
278,15821,0,0,210,730
278,15844,0,0,210,731
278,15867,0,0,210,731
278,15890,0,0,210,731
278,15913,0,0,210,731
278,15936,0,0,210,730
278,15959,0,0,210,731
278,15982,0,0,210,732
278,16005,0,0,210,732
278,16026,0,0,210,731
278,16047,0,0,210,731
278,16068,0,0,210,731
278,16089,0,0,210,731
278,16110,0,0,210,731
278,16131,0,0,210,731
278,16152,0,0,210,731
278,16173,0,0,210,732
278,16194,0,0,210,732
278,16215,0,0,210,733
278,16236,0,0,210,733
278,16257,0,0,210,733
278,16278,0,0,210,733
283,16299,0,0,213,742
282,16324,0,0,211,740
282,16348,0,0,211,738
281,16371,0,0,212,731
282,16391,0,0,214,735
282,16412,0,0,214,734
284,16432,0,0,213,736
283,16454,0,0,214,735
283,16475,0,0,214,735
283,16496,0,0,214,735
283,16517,0,0,214,735
283,16538,0,0,214,735
283,16557,0,0,214,735
285,16576,0,0,214,736
285,16597,0,0,214,736
285,16618,0,0,214,736
293,16639,0,0,216,752
294,16668,0,0,217,757
294,16698,0,0,217,757
294,16728,0,0,217,753
297,16757,0,0,220,763
297,16789,0,0,220,763
297,16820,0,0,222,760
297,16851,0,0,223,759
297,16882,0,0,223,761
297,16913,0,0,223,762
299,16944,0,0,224,760
301,16977,0,0,225,766
298,17010,0,0,223,760
301,17040,0,0,224,764
