nodes_active,nodes_removed,nodes_merged,nodes_w_parents,nodes_w_children,edges
96,146,0,96,0,0
96,147,0,96,0,0
96,147,0,96,0,0
96,147,0,96,0,0
96,147,0,96,0,0
96,147,0,96,0,0
96,148,0,96,0,0
96,149,0,96,0,0
96,150,0,96,0,0
96,150,0,96,0,0
97,150,0,97,0,0
97,151,0,97,0,0
97,151,0,97,0,0
97,151,0,97,0,0
98,152,0,98,0,0
99,153,0,99,0,0
102,154,0,102,0,0
102,157,0,102,0,0
105,159,0,105,0,0
105,160,0,105,0,0
105,161,0,105,0,0
106,161,0,106,0,0
106,161,0,106,0,0
106,162,0,106,0,0
106,163,0,106,0,0
106,164,0,106,0,0
106,164,0,106,0,0
106,165,0,106,0,0
106,165,0,106,0,0
106,166,0,106,0,0
112,166,0,112,0,0
112,167,0,112,0,0
112,167,0,112,0,0
112,167,0,112,0,0
112,167,0,112,0,0
112,167,0,112,0,0
112,167,0,112,0,0
112,167,0,112,0,0
112,167,0,112,0,0
114,167,0,114,0,0
114,167,0,114,0,0
115,167,0,115,0,0
115,167,0,115,0,0
115,167,0,115,0,0
115,167,0,115,0,0
115,168,0,115,0,0
115,168,0,115,0,0
115,168,0,115,0,0
115,168,0,115,0,0
115,168,0,115,0,0
115,168,0,115,0,0
115,168,0,115,0,0
115,168,0,115,0,0
115,169,0,115,0,0
115,169,0,115,0,0
116,169,0,116,0,0
116,170,0,116,0,0
116,170,0,116,0,0
116,170,0,116,0,0
117,170,0,117,0,0
117,171,0,117,0,0
117,171,0,117,0,0
118,171,0,118,0,0
118,171,0,118,0,0
118,171,0,118,0,0
118,171,0,118,0,0
118,171,0,118,0,0
118,171,0,118,0,0
118,171,0,118,0,0
118,171,0,118,0,0
118,171,0,118,0,0
118,171,0,118,0,0
118,171,0,118,0,0
118,171,0,118,0,0
118,171,0,118,0,0
118,171,0,118,0,0
118,171,0,118,0,0
118,171,0,118,0,0
118,171,0,118,0,0
118,171,0,118,0,0
118,171,0,118,0,0
118,171,0,118,0,0
119,171,0,119,0,0
119,171,0,119,0,0
119,171,0,119,0,0
119,171,0,119,0,0
119,171,0,119,0,0
119,171,0,119,0,0
119,171,0,119,0,0
119,171,0,119,0,0
119,171,0,119,0,0
119,171,0,119,0,0
119,171,0,119,0,0
119,171,0,119,0,0
119,171,0,119,0,0
119,171,0,119,0,0
119,171,0,119,0,0
119,171,0,119,0,0
119,171,0,119,0,0
119,171,0,119,0,0
119,171,0,119,0,0
119,171,0,119,0,0
119,171,0,119,0,0
119,171,0,119,0,0
119,171,0,119,0,0
119,171,0,119,0,0
119,171,0,119,0,0
119,171,0,119,0,0
119,171,0,119,0,0
119,171,0,119,0,0
119,171,0,119,0,0
119,171,0,119,0,0
119,171,0,119,0,0
118,172,0,118,0,0
118,172,0,118,0,0
118,172,0,118,0,0
118,172,0,118,0,0
118,172,0,118,0,0
118,172,0,118,0,0
118,172,0,118,0,0
118,172,0,118,0,0
118,172,0,118,0,0
118,172,0,118,0,0
118,172,0,118,0,0
118,172,0,118,0,0
118,172,0,118,0,0
118,172,0,118,0,0
118,172,0,118,0,0
118,172,0,118,0,0
118,172,0,118,0,0
118,172,0,118,0,0
118,172,0,118,0,0
118,172,0,118,0,0
119,172,0,119,0,0
119,173,0,119,0,0
119,173,0,119,0,0
120,173,0,120,0,0
120,173,0,120,0,0
120,173,0,120,0,0
120,173,0,120,0,0
120,173,0,120,0,0
120,173,0,120,0,0
120,173,0,120,0,0
121,173,0,121,0,0
121,174,0,121,0,0
121,174,0,121,0,0
122,175,0,122,0,0
122,176,0,122,0,0
122,176,0,122,0,0
122,176,0,122,0,0
122,176,0,122,0,0
122,177,0,122,0,0
122,177,0,122,0,0
122,177,0,122,0,0
122,177,0,122,0,0
123,177,0,123,0,0
124,177,0,124,0,0
127,177,0,127,0,0
128,179,0,128,0,0
132,180,0,132,0,0
134,183,0,134,0,0
138,185,0,138,0,0
139,185,0,139,0,0
140,185,0,140,0,0
140,186,0,140,0,0
140,187,0,140,0,0
140,190,0,140,0,0
140,190,0,140,0,0
141,190,0,141,0,0
141,191,0,141,0,0
142,192,0,142,0,0
143,193,0,143,0,0
143,193,0,143,0,0
143,196,0,143,0,0
143,199,0,143,0,0
143,201,0,143,0,0
144,202,0,144,0,0
143,204,0,143,0,0
143,205,0,143,0,0
143,207,0,143,0,0
143,207,0,143,0,0
143,207,0,143,0,0
143,207,0,143,0,0
143,209,0,143,0,0
143,210,0,143,0,0
143,211,0,143,0,0
143,211,0,143,0,0
143,211,0,143,0,0
143,211,0,143,0,0
143,211,0,143,0,0
143,212,0,143,0,0
143,212,0,143,0,0
143,212,0,143,0,0
143,212,0,143,0,0
143,212,0,143,0,0
143,212,0,143,0,0
143,213,0,143,0,0
143,213,0,143,0,0
143,213,0,143,0,0
143,213,0,143,0,0
143,214,0,143,0,0
143,215,0,143,0,0
143,216,0,143,0,0
143,217,0,143,0,0
143,218,0,143,0,0
143,218,0,143,0,0
143,218,0,143,0,0
144,218,0,144,0,0
144,218,0,144,0,0
143,220,0,143,0,0
144,220,0,144,0,0
144,221,0,144,0,0
145,222,0,145,0,0
145,222,0,145,0,0
148,222,0,148,0,0
149,224,0,149,0,0
151,226,0,151,0,0
153,226,0,153,0,0
151,229,0,151,0,0
153,230,0,153,0,0
153,231,0,153,0,0
153,231,0,153,0,0
153,232,0,153,0,0
153,233,0,153,0,0
153,233,0,153,0,0
153,233,0,153,0,0
152,234,0,152,0,0
152,234,0,152,0,0
152,235,0,152,0,0
151,236,0,151,0,0
152,236,0,152,0,0
152,237,0,152,0,0
152,238,0,152,0,0
152,238,0,152,0,0
151,239,0,151,0,0
151,239,0,151,0,0
151,239,0,151,0,0
151,239,0,151,0,0
151,239,0,151,0,0
151,239,0,151,0,0
151,239,0,151,0,0
151,239,0,151,0,0
151,239,0,151,0,0
152,239,0,152,0,0
153,240,0,153,0,0
153,241,0,153,0,0
153,241,0,153,0,0
153,241,0,153,0,0
152,242,0,152,0,0
152,242,0,152,0,0
152,242,0,152,0,0
152,242,0,152,0,0
151,243,0,151,0,0
151,243,0,151,0,0
151,243,0,151,0,0
151,243,0,151,0,0
151,243,0,151,0,0
151,243,0,151,0,0
151,243,0,151,0,0
151,243,0,151,0,0
151,243,0,151,0,0
150,244,0,150,0,0
150,244,0,150,0,0
150,244,0,150,0,0
151,244,0,151,0,0
152,244,0,152,0,0
153,244,0,153,0,0
153,244,0,153,0,0
155,245,0,155,0,0
157,245,0,157,0,0
157,245,0,157,0,0
156,247,0,156,0,0
156,247,0,156,0,0
156,247,0,156,0,0
156,247,0,156,0,0
156,247,0,156,0,0
156,247,0,156,0,0
157,247,0,157,0,0
157,247,0,157,0,0
157,247,0,157,0,0
157,247,0,157,0,0
157,247,0,157,0,0
157,247,0,157,0,0
158,247,0,158,0,0
158,247,0,158,0,0
160,247,0,160,0,0
160,248,0,160,0,0
162,248,0,162,0,0
162,248,0,162,0,0
162,248,0,162,0,0
163,248,0,163,0,0
162,250,0,162,0,0
162,251,0,162,0,0
162,251,0,162,0,0
162,251,0,162,0,0
163,251,0,163,0,0
163,252,0,163,0,0
163,253,0,163,0,0
162,254,0,162,0,0
162,254,0,162,0,0
163,254,0,163,0,0
163,255,0,163,0,0
162,256,0,162,0,0
162,258,0,162,0,0
162,258,0,162,0,0
162,258,0,162,0,0
163,258,0,163,0,0
163,258,0,163,0,0
163,259,0,163,0,0
162,260,0,162,0,0
162,260,0,162,0,0
161,261,0,161,0,0
161,261,0,161,0,0
161,261,0,161,0,0
161,261,0,161,0,0
161,261,0,161,0,0
161,261,0,161,0,0
161,261,0,161,0,0
162,262,0,162,0,0
162,263,0,162,0,0
162,263,0,162,0,0
162,263,0,162,0,0
162,263,0,162,0,0
162,263,0,162,0,0
162,263,0,162,0,0
162,263,0,162,0,0
162,263,0,162,0,0
162,263,0,162,0,0
164,263,0,164,0,0
165,263,0,165,0,0
165,263,0,165,0,0
166,263,0,166,0,0
166,263,0,166,0,0
166,263,0,166,0,0
166,263,0,166,0,0
167,263,0,167,0,0
168,263,0,168,0,0
168,263,0,168,0,0
168,263,0,168,0,0
168,264,0,168,0,0
169,264,0,169,0,0
170,264,0,170,0,0
